Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),2,13,1888,1785
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),10,541,6420,736
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),22,327,4765,831
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,7,1993,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),0: All Day (12am-12am),47,489,24109,349
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,3,502,675
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),2: Peak AM (6am-10am),2,18,4939,236
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),18,294,8734,366
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),26,165,7423,335
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),5: Late PM (7pm-12am),3,9,2511,362
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),0: All Day (12am-12am),31,284,24531,339
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),3,23,5755,236
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),11,173,8372,423
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),13,77,7650,317
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),3,8,2244,338
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),90,892,21953,357
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),3,5,455,675
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),31,541,9221,340
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),51,327,6550,346
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,7,2805,389
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),0: All Day (12am-12am),486,489,489,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),1: Early AM (12am-6am),4,3,3,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),2: Peak AM (6am-10am),18,18,18,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),301,294,294,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),168,165,165,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),5: Late PM (7pm-12am),10,9,9,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),0: All Day (12am-12am),285,284,284,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),1: Early AM (12am-6am),0,2,2,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),25,23,23,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),179,173,173,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),74,77,77,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),10,8,8,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),883,892,892,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),5,5,5,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),13,13,13,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),546,541,541,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),319,327,327,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),6,7,7,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),0: All Day (12am-12am),34,489,547,259
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,294,146,309
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,165,198,210
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),43,892,517,263
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),20,541,99,309
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),56,327,342,172
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),0: All Day (12am-12am),4,489,2371,706
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,18,408,825
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,294,953,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,165,823,667
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,284,2212,795
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,23,478,825
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,77,725,765
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4,892,2372,645
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,541,1142,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,327,818,645
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),0: All Day (12am-12am),0,489,2456,582
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,165,749,582
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4,892,2434,582
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 1,yes,93,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,327,685,582
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),0: All Day (12am-12am),0,547,492,128
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,198,162,128
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,517,753,128
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,342,230,128
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),0: All Day (12am-12am),0,547,798,705
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,146,480,705
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),0: All Day (12am-12am),0,547,15338,490
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,198,4846,490
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,452,14949,510
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,80,4764,510
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),0: All Day (12am-12am),35,547,24109,564
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,146,8734,330
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),50,198,7423,780
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,26,2511,248
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),0: All Day (12am-12am),28,452,24531,608
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,80,7650,765
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),0,40,2244,292
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),39,517,21953,439
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,342,6550,675
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),5,10,2805,202
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),0: All Day (12am-12am),592,547,547,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),2: Peak AM (6am-10am),191,176,176,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),176,146,146,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),212,198,198,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,26,26,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,1: Weekday (M-Th),0: All Day (12am-12am),458,452,452,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),206,202,202,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),131,130,130,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),120,80,80,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),66,40,40,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),557,517,517,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,65,65,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),103,99,99,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),374,342,342,N/A
All Vehicles - StL All Vehicles Volume,,St. Francis Winery and Vineyards 2,yes,352,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),10,10,10,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),0: All Day (12am-12am),0,2371,613,750
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,953,312,765
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,823,148,735
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,2212,623,750
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,841,290,765
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,725,166,735
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),0: All Day (12am-12am),26,2371,6281,642
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),2: Peak AM (6am-10am),2,408,1158,455
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),8,953,2257,578
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),15,823,2126,676
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),5: Late PM (7pm-12am),2,125,605,830
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),0: All Day (12am-12am),23,2212,6039,516
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),2,478,1333,455
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),8,841,1991,480
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),12,725,2090,569
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),0,89,501,370
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),31,2372,6269,780
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),10,1142,2752,565
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),18,818,1944,798
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),4,181,705,1137
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),0: All Day (12am-12am),62,2371,4241,544
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,63,35,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),2: Peak AM (6am-10am),5,408,864,574
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),17,953,1422,614
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),36,823,1530,511
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),5: Late PM (7pm-12am),2,125,390,541
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),0: All Day (12am-12am),62,2212,4335,557
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),8,478,1026,598
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),20,841,1354,611
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),33,725,1591,519
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),2,89,337,514
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),49,2372,3741,503
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),2,209,486,370
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),11,1142,1578,515
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),35,818,1215,502
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,181,412,570
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),0: All Day (12am-12am),8,2371,1043,462
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,408,101,380
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,953,601,494
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,823,312,420
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,1: Weekday (M-Th),0: All Day (12am-12am),4,2212,716,500
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,478,117,390
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4,841,410,528
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),17,2372,1598,452
